"Master_Incident_Number","Response_Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"220104GG00020",2022-01-04,NA,"All Calls",NA,NA,NA,2022
"220105GG01812",2022-01-05,NA,"All Calls",NA,NA,NA,2022
"220105GG01943",2022-01-05,NA,"All Calls",NA,NA,NA,2022
"220105GG01951",2022-01-05,NA,"All Calls",NA,NA,NA,2022
"220105GG02021",2022-01-05,NA,"All Calls",NA,NA,NA,2022
"220106GG01928",2022-01-06,NA,"All Calls",NA,NA,NA,2022
"220107GG00049",2022-01-07,NA,"All Calls",NA,NA,NA,2022
"220109GG00555",2022-01-09,NA,"All Calls",NA,NA,NA,2022
"220109GG01838",2022-01-09,NA,"All Calls",NA,NA,NA,2022
"220109GG01840",2022-01-09,NA,"All Calls",NA,NA,NA,2022
"220111GG02102",2022-01-11,NA,"All Calls",NA,NA,NA,2022
"220112GG00033",2022-01-12,NA,"All Calls",NA,NA,NA,2022
"220112GG01915",2022-01-12,NA,"All Calls",NA,NA,NA,2022
"220114GG00723",2022-01-14,NA,"All Calls",NA,NA,NA,2022
"220115GG00083",2022-01-15,NA,"All Calls",NA,NA,NA,2022
"220115GG00967",2022-01-15,NA,"All Calls",NA,NA,NA,2022
"220115GG02289",2022-01-15,NA,"All Calls",NA,NA,NA,2022
"220115GG02344",2022-01-15,NA,"All Calls",NA,NA,NA,2022
"220118GG00144",2022-01-18,NA,"All Calls",NA,NA,NA,2022
"220118GG02101",2022-01-18,NA,"All Calls",NA,NA,NA,2022
"220119GG02357",2022-01-19,NA,"All Calls",NA,NA,NA,2022
"220120GG01756",2022-01-20,NA,"All Calls",NA,NA,NA,2022
"220121GG01941",2022-01-21,NA,"All Calls",NA,NA,NA,2022
"220121GG02402",2022-01-21,NA,"All Calls",NA,NA,NA,2022
"220122GG02549",2022-01-22,NA,"All Calls",NA,NA,NA,2022
"220123GG00111",2022-01-23,NA,"All Calls",NA,NA,NA,2022
"220123GG02034",2022-01-23,NA,"All Calls",NA,NA,NA,2022
"220123GG02087",2022-01-23,NA,"All Calls",NA,NA,NA,2022
"220124GG00118",2022-01-24,NA,"All Calls",NA,NA,NA,2022
"220124GG00463",2022-01-24,NA,"All Calls",NA,NA,NA,2022
"220124GG02310",2022-01-24,NA,"All Calls",NA,NA,NA,2022
"220124GG02311",2022-01-24,NA,"All Calls",NA,NA,NA,2022
"220125GG02032",2022-01-25,NA,"All Calls",NA,NA,NA,2022
"220126GG02417",2022-01-26,NA,"All Calls",NA,NA,NA,2022
"220127GG01729",2022-01-27,NA,"All Calls",NA,NA,NA,2022
"220128GG02296",2022-01-28,NA,"All Calls",NA,NA,NA,2022
"220129GG01824",2022-01-29,NA,"All Calls",NA,NA,NA,2022
"220130GG00019",2022-01-30,NA,"All Calls",NA,NA,NA,2022
"220130GG00162",2022-01-30,2022-01-30,"All Calls","Unit Assigned",NA,NA,2022
"220130GG00487",2022-01-30,NA,"All Calls",NA,NA,NA,2022
"220130GG01825",2022-01-30,NA,"All Calls",NA,NA,NA,2022
"220130GG02221",2022-01-30,NA,"All Calls",NA,NA,NA,2022
"220131GG00071",2022-01-31,NA,"All Calls",NA,NA,NA,2022
"220131GG01471",2022-01-31,NA,"All Calls",NA,NA,NA,2022
"220201GG02397",2022-02-01,NA,"All Calls",NA,NA,NA,2022
"220202GG00141",2022-02-02,NA,"All Calls",NA,NA,NA,2022
"220203GG02346",2022-02-03,NA,"All Calls",NA,NA,NA,2022
"220204GG01716",2022-02-04,NA,"All Calls",NA,NA,NA,2022
"220204GG01744",2022-02-04,NA,"All Calls",NA,NA,NA,2022
"220204GG02075",2022-02-04,NA,"All Calls",NA,NA,NA,2022
"220205GG00167",2022-02-05,NA,"All Calls",NA,NA,NA,2022
"220205GG00275",2022-02-05,NA,"All Calls",NA,NA,NA,2022
"220205GG01920",2022-02-05,NA,"All Calls",NA,NA,NA,2022
"220205GG02118",2022-02-05,NA,"All Calls",NA,NA,NA,2022
"220206GG01860",2022-02-06,NA,"All Calls",NA,NA,NA,2022
"220206GG01925",2022-02-06,NA,"All Calls",NA,NA,NA,2022
"220206GG02066",2022-02-06,NA,"All Calls",NA,NA,NA,2022
"220206GG02231",2022-02-06,NA,"All Calls",NA,NA,NA,2022
"220206GG02286",2022-02-06,NA,"All Calls",NA,NA,NA,2022
"220207GG00598",2022-02-07,NA,"All Calls",NA,NA,NA,2022
"220209GG01182",2022-02-09,NA,"All Calls",NA,NA,NA,2022
"220210GG00257",2022-02-10,NA,"All Calls",NA,NA,NA,2022
"220210GG00833",2022-02-10,NA,"All Calls",NA,NA,NA,2022
"220210GG01827",2022-02-10,NA,"All Calls",NA,NA,NA,2022
"220211GG01972",2022-02-11,NA,"All Calls",NA,NA,NA,2022
"220211GG02005",2022-02-11,NA,"All Calls",NA,NA,NA,2022
"220211GG02035",2022-02-11,NA,"All Calls",NA,NA,NA,2022
"220212GG00066",2022-02-12,NA,"All Calls",NA,NA,NA,2022
"220212GG00126",2022-02-12,NA,"All Calls",NA,NA,NA,2022
"220212GG02040",2022-02-12,NA,"All Calls",NA,NA,NA,2022
"220213GG01540",2022-02-13,NA,"All Calls",NA,NA,NA,2022
"220213GG01544",2022-02-13,NA,"All Calls",NA,NA,NA,2022
"220213GG02386",2022-02-13,NA,"All Calls",NA,NA,NA,2022
"220214GG00049",2022-02-14,2022-02-14,"All Calls","Unit Assigned",NA,NA,2022
"220214GG00297",2022-02-14,NA,"All Calls",NA,NA,NA,2022
"220214GG01735",2022-02-14,NA,"All Calls",NA,NA,NA,2022
"220215GG00061",2022-02-15,2022-02-15,"All Calls","Unit Assigned","Stop",NA,2022
"220215GG00308",2022-02-15,NA,"All Calls",NA,NA,NA,2022
"220217GG00054",2022-02-17,NA,"All Calls",NA,NA,NA,2022
"220218GG02151",2022-02-18,2022-02-18,"All Calls","Unit Assigned",NA,NA,2022
"220219GG00046",2022-02-19,NA,"All Calls",NA,NA,NA,2022
"220219GG02068",2022-02-19,NA,"All Calls",NA,NA,NA,2022
"220219GG02094",2022-02-19,NA,"All Calls",NA,NA,NA,2022
"220219GG02220",2022-02-19,NA,"All Calls",NA,NA,NA,2022
"220220GG01965",2022-02-20,NA,"All Calls",NA,NA,NA,2022
"220221GG00044",2022-02-21,NA,"All Calls",NA,NA,NA,2022
"220221GG02319",2022-02-21,NA,"All Calls",NA,NA,NA,2022
"220221GG02328",2022-02-21,NA,"All Calls",NA,NA,NA,2022
"220222GG02109",2022-02-22,NA,"All Calls",NA,NA,NA,2022
"220223GG00487",2022-02-23,NA,"All Calls",NA,NA,NA,2022
"220225GG00143",2022-02-25,NA,"All Calls",NA,NA,NA,2022
"220225GG00369",2022-02-25,NA,"All Calls",NA,NA,NA,2022
"220225GG01018",2022-02-25,NA,"All Calls",NA,NA,NA,2022
"220226GG00623",2022-02-26,NA,"All Calls",NA,NA,NA,2022
"220226GG02180",2022-02-26,NA,"All Calls",NA,NA,NA,2022
"220226GG02388",2022-02-26,NA,"All Calls",NA,NA,NA,2022
"220226GG02481",2022-02-26,2022-02-26,"All Calls","Unit Assigned",NA,NA,2022
"220227GG01451",2022-02-27,NA,"All Calls",NA,NA,NA,2022
"220227GG02597",2022-02-27,NA,"All Calls",NA,NA,NA,2022
"220302GG00057",2022-03-02,NA,"All Calls",NA,NA,NA,2022
"220302GG01866",2022-03-02,NA,"All Calls",NA,NA,NA,2022
"220303GG00798",2022-03-03,NA,"All Calls",NA,NA,NA,2022
"220303GG02301",2022-03-03,NA,"All Calls",NA,NA,NA,2022
"220304GG01388",2022-03-04,NA,"All Calls",NA,NA,NA,2022
"220304GG02385",2022-03-04,NA,"All Calls",NA,NA,NA,2022
"220305GG00648",2022-03-05,NA,"All Calls",NA,NA,NA,2022
"220305GG02142",2022-03-05,NA,"All Calls",NA,NA,NA,2022
"220305GG02165",2022-03-05,NA,"All Calls",NA,NA,NA,2022
"220305GG02313",2022-03-05,NA,"All Calls",NA,NA,NA,2022
"220306GG00054",2022-03-06,NA,"All Calls",NA,NA,NA,2022
"220306GG01935",2022-03-06,NA,"All Calls",NA,NA,NA,2022
"220308GG00205",2022-03-08,NA,"All Calls",NA,NA,NA,2022
"220308GG01432",2022-03-08,NA,"All Calls",NA,NA,NA,2022
"220308GG01618",2022-03-08,NA,"All Calls",NA,NA,NA,2022
"220308GG01987",2022-03-08,NA,"All Calls",NA,NA,NA,2022
"220309GG00411",2022-03-09,NA,"All Calls",NA,NA,NA,2022
"220311GG00029",2022-03-11,NA,"All Calls",NA,NA,NA,2022
"220311GG00286",2022-03-11,NA,"All Calls",NA,NA,NA,2022
"220311GG02306",2022-03-11,NA,"All Calls",NA,NA,NA,2022
"220312GG01889",2022-03-12,NA,"All Calls",NA,NA,NA,2022
"220312GG02293",2022-03-12,NA,"All Calls",NA,NA,NA,2022
"220313GG02358",2022-03-13,NA,"All Calls",NA,NA,NA,2022
"220314GG00562",2022-03-14,NA,"All Calls",NA,NA,NA,2022
"220314GG01269",2022-03-14,NA,"All Calls",NA,NA,NA,2022
"220314GG01365",2022-03-14,2022-03-14,"All Calls","Unit Assigned",NA,NA,2022
"220314GG02541",2022-03-14,NA,"All Calls",NA,NA,NA,2022
"220314GG02679",2022-03-14,NA,"All Calls",NA,NA,NA,2022
"220315GG00065",2022-03-15,NA,"All Calls",NA,NA,NA,2022
"220315GG01685",2022-03-15,NA,"All Calls",NA,NA,NA,2022
"220315GG02079",2022-03-15,NA,"All Calls",NA,NA,NA,2022
"220316GG02708",2022-03-16,NA,"All Calls",NA,NA,NA,2022
"220316GG02761",2022-03-16,NA,"All Calls",NA,NA,NA,2022
"220317GG02449",2022-03-17,NA,"All Calls",NA,NA,NA,2022
"220317GG02455",2022-03-17,NA,"All Calls",NA,NA,NA,2022
"220318GG01666",2022-03-18,NA,"All Calls",NA,NA,NA,2022
"220319GG00155",2022-03-19,2022-03-19,"All Calls","Unit Assigned",NA,NA,2022
"220319GG00225",2022-03-19,NA,"All Calls",NA,NA,NA,2022
"220319GG00276",2022-03-19,NA,"All Calls",NA,NA,NA,2022
"220319GG00346",2022-03-19,NA,"All Calls",NA,NA,NA,2022
"220320GG00090",2022-03-20,NA,"All Calls",NA,NA,NA,2022
"220320GG00743",2022-03-20,2022-03-20,"All Calls","Unit Assigned",NA,NA,2022
"220320GG00821",2022-03-20,NA,"All Calls",NA,NA,NA,2022
"220320GG02295",2022-03-20,NA,"All Calls",NA,NA,NA,2022
"220321GG00252",2022-03-21,NA,"All Calls",NA,NA,NA,2022
"220321GG01651",2022-03-21,NA,"All Calls",NA,NA,NA,2022
"220322GG02311",2022-03-22,NA,"All Calls",NA,NA,NA,2022
"220322GG02511",2022-03-22,NA,"All Calls",NA,NA,NA,2022
"220324GG00616",2022-03-24,NA,"All Calls",NA,NA,NA,2022
"220324GG02310",2022-03-24,NA,"All Calls",NA,NA,NA,2022
"220325GG02011",2022-03-25,NA,"All Calls",NA,NA,NA,2022
"220325GG02642",2022-03-25,NA,"All Calls",NA,NA,NA,2022
"220326GG00361",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220326GG00446",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220326GG00595",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220326GG00859",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220326GG02203",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220326GG02231",2022-03-26,NA,"All Calls",NA,NA,NA,2022
"220327GG01360",2022-03-27,NA,"All Calls",NA,NA,NA,2022
"220328GG02004",2022-03-28,NA,"All Calls",NA,NA,NA,2022
"220329GG02545",2022-03-29,2022-03-29,"All Calls","Unit Assigned",NA,NA,2022
"220329GG02581",2022-03-29,NA,"All Calls",NA,NA,NA,2022
"220330GG00672",2022-03-30,NA,"All Calls",NA,NA,NA,2022
"220331GG02405",2022-03-31,NA,"All Calls",NA,NA,NA,2022
"220401GG00017",2022-04-01,NA,"All Calls",NA,NA,NA,2022
"220401GG02595",2022-04-01,NA,"All Calls",NA,NA,NA,2022
"220401GG02751",2022-04-01,NA,"All Calls",NA,NA,NA,2022
"220402GG00113",2022-04-02,NA,"All Calls",NA,NA,NA,2022
"220402GG00114",2022-04-02,NA,"All Calls",NA,NA,NA,2022
"220402GG00130",2022-04-02,NA,"All Calls",NA,NA,NA,2022
"220403GG00801",2022-04-03,NA,"All Calls",NA,NA,NA,2022
"220403GG02055",2022-04-03,NA,"All Calls",NA,NA,NA,2022
"220403GG02470",2022-04-03,NA,"All Calls",NA,NA,NA,2022
"220403GG02793",2022-04-03,NA,"All Calls",NA,NA,NA,2022
"220406GG01793",2022-04-06,NA,"All Calls",NA,NA,NA,2022
"220407GG02307",2022-04-07,NA,"All Calls",NA,NA,NA,2022
"220408GG02858",2022-04-08,NA,"All Calls",NA,NA,NA,2022
"220409GG02269",2022-04-09,NA,"All Calls",NA,NA,NA,2022
"220409GG02470",2022-04-09,NA,"All Calls",NA,NA,NA,2022
"220409GG02542",2022-04-09,NA,"All Calls",NA,NA,NA,2022
"220410GG00023",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG00669",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG01517",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG01525",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG01634",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG02147",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220410GG02406",2022-04-10,NA,"All Calls",NA,NA,NA,2022
"220413GG01599",2022-04-13,NA,"All Calls",NA,NA,NA,2022
"220414GG00359",2022-04-14,NA,"All Calls",NA,NA,NA,2022
"220415GG00180",2022-04-15,NA,"All Calls",NA,NA,NA,2022
"220415GG01733",2022-04-15,NA,"All Calls",NA,NA,NA,2022
"220415GG02273",2022-04-15,NA,"All Calls",NA,NA,NA,2022
"220415GG02403",2022-04-15,NA,"All Calls",NA,NA,NA,2022
"220416GG01348",2022-04-16,NA,"All Calls",NA,NA,NA,2022
"220416GG01364",2022-04-16,NA,"All Calls",NA,NA,NA,2022
"220416GG02507",2022-04-16,NA,"All Calls",NA,NA,NA,2022
"220417GG02257",2022-04-17,NA,"All Calls",NA,NA,NA,2022
"220419GG02371",2022-04-19,NA,"All Calls",NA,NA,NA,2022
"220420GG01629",2022-04-20,NA,"All Calls",NA,NA,NA,2022
"220420GG02085",2022-04-20,NA,"All Calls",NA,NA,NA,2022
"220420GG02198",2022-04-20,NA,"All Calls",NA,NA,NA,2022
"220422GG00113",2022-04-22,NA,"All Calls",NA,NA,NA,2022
"220422GG01221",2022-04-22,NA,"All Calls",NA,NA,NA,2022
"220422GG01226",2022-04-22,NA,"All Calls",NA,NA,NA,2022
"220423GG00023",2022-04-23,NA,"All Calls",NA,NA,NA,2022
"220423GG00426",2022-04-23,NA,"All Calls",NA,NA,NA,2022
"220423GG02047",2022-04-23,NA,"All Calls",NA,NA,NA,2022
"220424GG02321",2022-04-24,NA,"All Calls",NA,NA,NA,2022
"220425GG00152",2022-04-25,NA,"All Calls",NA,NA,NA,2022
"220425GG00169",2022-04-25,NA,"All Calls",NA,NA,NA,2022
"220426GG02595",2022-04-26,NA,"All Calls",NA,NA,NA,2022
"220426GG02633",2022-04-26,NA,"All Calls",NA,NA,NA,2022
"220427GG01205",2022-04-27,2022-04-27,"All Calls","Unit Assigned",NA,NA,2022
"220427GG02314",2022-04-27,NA,"All Calls",NA,NA,NA,2022
"220428GG00339",2022-04-28,NA,"All Calls",NA,NA,NA,2022
"220428GG00516",2022-04-28,NA,"All Calls",NA,NA,NA,2022
"220428GG01626",2022-04-28,NA,"All Calls",NA,NA,NA,2022
"220428GG01778",2022-04-28,2022-04-28,"All Calls","Unit Assigned",NA,NA,2022
"220428GG02131",2022-04-28,NA,"All Calls",NA,NA,NA,2022
"220429GG02133",2022-04-29,NA,"All Calls",NA,NA,NA,2022
"220429GG02268",2022-04-29,NA,"All Calls",NA,NA,NA,2022
"220429GG02745",2022-04-29,2022-04-29,"All Calls","Unit Assigned",NA,NA,2022
"220430GG00431",2022-04-30,NA,"All Calls",NA,NA,NA,2022
"220430GG02586",2022-04-30,NA,"All Calls",NA,NA,NA,2022
"220430GG02600",2022-04-30,NA,"All Calls",NA,NA,NA,2022
"220501GG00837",2022-05-01,NA,"All Calls",NA,NA,NA,2022
"220501GG01613",2022-05-01,NA,"All Calls",NA,NA,NA,2022
"220501GG01621",2022-05-01,NA,"All Calls",NA,NA,NA,2022
"220501GG02149",2022-05-01,NA,"All Calls",NA,NA,NA,2022
"220501GG02369",2022-05-01,NA,"All Calls",NA,NA,NA,2022
"220502GG02378",2022-05-02,NA,"All Calls",NA,NA,NA,2022
"220504GG02482",2022-05-04,NA,"All Calls",NA,NA,NA,2022
"220504GG02691",2022-05-04,NA,"All Calls",NA,NA,NA,2022
"220505GG01880",2022-05-05,NA,"All Calls",NA,NA,NA,2022
"220505GG02551",2022-05-05,NA,"All Calls",NA,NA,NA,2022
"220506GG01904",2022-05-06,NA,"All Calls",NA,NA,NA,2022
"220506GG02298",2022-05-06,NA,"All Calls",NA,NA,NA,2022
"220506GG02448",2022-05-06,NA,"All Calls",NA,NA,NA,2022
"220506GG02841",2022-05-06,NA,"All Calls",NA,NA,NA,2022
"220507GG00090",2022-05-07,NA,"All Calls",NA,NA,NA,2022
"220507GG01644",2022-05-07,NA,"All Calls",NA,NA,NA,2022
"220507GG02488",2022-05-07,NA,"All Calls",NA,NA,NA,2022
"220508GG00946",2022-05-08,NA,"All Calls",NA,NA,NA,2022
"220508GG01397",2022-05-08,NA,"All Calls",NA,NA,NA,2022
"220508GG01896",2022-05-08,NA,"All Calls",NA,NA,NA,2022
"220511GG01341",2022-05-11,NA,"All Calls",NA,NA,NA,2022
"220511GG02504",2022-05-11,NA,"All Calls",NA,NA,NA,2022
"220512GG00072",2022-05-12,NA,"All Calls",NA,NA,NA,2022
"220513GG00808",2022-05-13,NA,"All Calls",NA,NA,NA,2022
"220513GG01705",2022-05-13,NA,"All Calls",NA,NA,NA,2022
"220514GG01788",2022-05-14,NA,"All Calls",NA,NA,NA,2022
"220514GG02630",2022-05-14,NA,"All Calls",NA,NA,NA,2022
"220515GG00021",2022-05-15,NA,"All Calls",NA,NA,NA,2022
"220515GG00295",2022-05-15,2022-05-15,"All Calls","Unit Assigned",NA,NA,2022
"220515GG02327",2022-05-15,NA,"All Calls",NA,NA,NA,2022
"220515GG02527",2022-05-15,2022-05-15,"All Calls","Unit Assigned",NA,NA,2022
"220515GG02588",2022-05-15,NA,"All Calls",NA,NA,NA,2022
"220516GG00070",2022-05-16,NA,"All Calls",NA,NA,NA,2022
"220518GG01574",2022-05-18,NA,"All Calls",NA,NA,NA,2022
"220519GG00013",2022-05-19,NA,"All Calls",NA,NA,NA,2022
"220519GG02101",2022-05-19,NA,"All Calls",NA,NA,NA,2022
"220520GG02782",2022-05-20,NA,"All Calls",NA,NA,NA,2022
"220521GG00194",2022-05-21,NA,"All Calls",NA,NA,NA,2022
"220521GG00515",2022-05-21,NA,"All Calls",NA,NA,NA,2022
"220521GG02154",2022-05-21,NA,"All Calls",NA,NA,NA,2022
"220522GG01857",2022-05-22,NA,"All Calls",NA,NA,NA,2022
"220522GG02232",2022-05-22,NA,"All Calls",NA,NA,NA,2022
"220522GG02265",2022-05-22,NA,"All Calls",NA,NA,NA,2022
"220522GG02320",2022-05-22,NA,"All Calls",NA,NA,NA,2022
"220524GG00489",2022-05-24,NA,"All Calls",NA,NA,NA,2022
"220525GG00986",2022-05-25,NA,"All Calls",NA,NA,NA,2022
"220525GG01759",2022-05-25,NA,"All Calls",NA,NA,NA,2022
"220525GG02274",2022-05-25,NA,"All Calls",NA,NA,NA,2022
"220526GG00147",2022-05-26,NA,"All Calls",NA,NA,NA,2022
"220526GG00240",2022-05-26,NA,"All Calls",NA,NA,NA,2022
"220526GG01196",2022-05-26,NA,"All Calls",NA,NA,NA,2022
"220527GG02249",2022-05-27,NA,"All Calls",NA,NA,NA,2022
"220528GG02217",2022-05-28,NA,"All Calls",NA,NA,NA,2022
"220528GG02542",2022-05-28,NA,"All Calls",NA,NA,NA,2022
"220529GG00007",2022-05-29,NA,"All Calls",NA,NA,NA,2022
"220529GG00075",2022-05-29,NA,"All Calls",NA,NA,NA,2022
"220529GG00162",2022-05-29,NA,"All Calls",NA,NA,NA,2022
"220529GG01894",2022-05-29,NA,"All Calls",NA,NA,NA,2022
"220530GG00611",2022-05-30,NA,"All Calls",NA,NA,NA,2022
"220530GG01888",2022-05-30,NA,"All Calls",NA,NA,NA,2022
"220530GG01953",2022-05-30,NA,"All Calls",NA,NA,NA,2022
"220530GG02059",2022-05-30,NA,"All Calls",NA,NA,NA,2022
"220601GG01827",2022-06-01,NA,"All Calls",NA,NA,NA,2022
"220602GG00695",2022-06-02,NA,"All Calls",NA,NA,NA,2022
"220602GG01317",2022-06-02,NA,"All Calls",NA,NA,NA,2022
"220603GG01924",2022-06-03,NA,"All Calls",NA,NA,NA,2022
"220604GG00279",2022-06-04,NA,"All Calls",NA,NA,NA,2022
"220605GG01905",2022-06-05,NA,"All Calls",NA,NA,NA,2022
"220605GG02125",2022-06-05,NA,"All Calls",NA,NA,NA,2022
"220605GG02391",2022-06-05,NA,"All Calls",NA,NA,NA,2022
"220605GG02530",2022-06-05,NA,"All Calls",NA,NA,NA,2022
"220607GG02149",2022-06-07,NA,"All Calls",NA,NA,NA,2022
"220608GG00021",2022-06-08,NA,"All Calls",NA,NA,NA,2022
"220608GG00289",2022-06-08,NA,"All Calls",NA,NA,NA,2022
"220608GG02437",2022-06-08,NA,"All Calls",NA,NA,NA,2022
"220609GG00002",2022-06-08,NA,"All Calls",NA,NA,NA,2022
"220610GG00744",2022-06-10,NA,"All Calls",NA,NA,NA,2022
"220610GG01894",2022-06-10,NA,"All Calls",NA,NA,NA,2022
"220611GG00115",2022-06-11,NA,"All Calls",NA,NA,NA,2022
"220611GG00698",2022-06-11,NA,"All Calls",NA,NA,NA,2022
"220611GG02762",2022-06-11,NA,"All Calls",NA,NA,NA,2022
"220612GG01491",2022-06-12,NA,"All Calls",NA,NA,NA,2022
"220612GG02471",2022-06-12,NA,"All Calls",NA,NA,NA,2022
"220612GG02505",2022-06-12,NA,"All Calls",NA,NA,NA,2022
"220612GG02614",2022-06-12,NA,"All Calls",NA,NA,NA,2022
"220614GG00152",2022-06-14,NA,"All Calls",NA,NA,NA,2022
"220615GG01283",2022-06-15,NA,"All Calls",NA,NA,NA,2022
"220615GG01504",2022-06-15,NA,"All Calls",NA,NA,NA,2022
"220616GG02358",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02374",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02433",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02495",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02511",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02528",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02536",2022-06-16,NA,"All Calls",NA,NA,NA,2022
"220616GG02543",2022-06-16,2022-06-16,"All Calls","Unit Assigned","Stop",NA,2022
"220617GG00039",2022-06-17,NA,"All Calls",NA,NA,NA,2022
"220617GG02723",2022-06-17,NA,"All Calls",NA,NA,NA,2022
"220618GG00566",2022-06-18,NA,"All Calls",NA,NA,NA,2022
"220618GG02419",2022-06-18,NA,"All Calls",NA,NA,NA,2022
"220619GG00279",2022-06-19,NA,"All Calls",NA,NA,NA,2022
"220620GG00154",2022-06-20,NA,"All Calls",NA,NA,NA,2022
"220620GG00189",2022-06-20,NA,"All Calls",NA,NA,NA,2022
"220620GG01167",2022-06-20,NA,"All Calls",NA,NA,NA,2022
"220620GG01885",2022-06-20,NA,"All Calls",NA,NA,NA,2022
"220622GG02059",2022-06-22,NA,"All Calls",NA,NA,NA,2022
"220623GG01804",2022-06-23,NA,"All Calls",NA,NA,NA,2022
"220623GG02064",2022-06-23,NA,"All Calls",NA,NA,NA,2022
"220623GG02738",2022-06-23,NA,"All Calls",NA,NA,NA,2022
"220624GG01758",2022-06-24,NA,"All Calls",NA,NA,NA,2022
"220624GG02083",2022-06-24,NA,"All Calls",NA,NA,NA,2022
"220625GG01014",2022-06-25,NA,"All Calls",NA,NA,NA,2022
"220625GG01377",2022-06-25,NA,"All Calls",NA,NA,NA,2022
"220625GG02595",2022-06-25,NA,"All Calls",NA,NA,NA,2022
"220625GG02698",2022-06-25,NA,"All Calls",NA,NA,NA,2022
"220626GG00245",2022-06-26,NA,"All Calls",NA,NA,NA,2022
"220627GG01538",2022-06-27,NA,"All Calls",NA,NA,NA,2022
"220628GG01889",2022-06-28,NA,"All Calls",NA,NA,NA,2022
"220628GG02405",2022-06-28,NA,"All Calls",NA,NA,NA,2022
"220629GG00326",2022-06-29,NA,"All Calls",NA,NA,NA,2022
"220630GG00293",2022-06-30,NA,"All Calls",NA,NA,NA,2022
"220630GG00387",2022-06-30,NA,"All Calls",NA,NA,NA,2022
"220630GG01816",2022-06-30,NA,"All Calls",NA,NA,NA,2022
"220701GG01013",2022-07-01,NA,"All Calls",NA,NA,NA,2022
"220701GG01050",2022-07-01,NA,"All Calls",NA,NA,NA,2022
"220701GG02497",2022-07-01,NA,"All Calls",NA,NA,NA,2022
"220702GG00080",2022-07-02,NA,"All Calls",NA,NA,NA,2022
"220702GG02243",2022-07-02,NA,"All Calls",NA,NA,NA,2022
"220702GG02383",2022-07-02,NA,"All Calls",NA,NA,NA,2022
"220703GG00296",2022-07-03,NA,"All Calls",NA,NA,NA,2022
"220703GG01686",2022-07-03,NA,"All Calls",NA,NA,NA,2022
"220703GG01809",2022-07-03,NA,"All Calls",NA,NA,NA,2022
"220703GG02112",2022-07-03,NA,"All Calls",NA,NA,NA,2022
"220704GG00063",2022-07-04,NA,"All Calls",NA,NA,NA,2022
"220704GG00976",2022-07-04,NA,"All Calls",NA,NA,NA,2022
"220704GG01013",2022-07-04,NA,"All Calls",NA,NA,NA,2022
"220704GG01261",2022-07-04,NA,"All Calls",NA,NA,NA,2022
"220704GG02408",2022-07-04,NA,"All Calls",NA,NA,NA,2022
"220705GG00170",2022-07-05,NA,"All Calls",NA,NA,NA,2022
"220706GG02322",2022-07-06,NA,"All Calls",NA,NA,NA,2022
"220707GG00148",2022-07-07,2022-07-07,"All Calls","Unit Assigned",NA,NA,2022
"220707GG00424",2022-07-07,NA,"All Calls",NA,NA,NA,2022
"220707GG02175",2022-07-07,NA,"All Calls",NA,NA,NA,2022
"220707GG02223",2022-07-07,NA,"All Calls",NA,NA,NA,2022
"220708GG00061",2022-07-08,NA,"All Calls",NA,NA,NA,2022
"220709GG01660",2022-07-09,NA,"All Calls",NA,NA,NA,2022
"220709GG01988",2022-07-09,NA,"All Calls",NA,NA,NA,2022
"220710GG00329",2022-07-10,NA,"All Calls",NA,NA,NA,2022
"220711GG00085",2022-07-11,NA,"All Calls",NA,NA,NA,2022
"220711GG02400",2022-07-11,2022-07-11,"All Calls","Unit Assigned",NA,NA,2022
"220712GG02153",2022-07-12,NA,"All Calls",NA,NA,NA,2022
"220713GG00183",2022-07-13,NA,"All Calls",NA,NA,NA,2022
"220714GG02217",2022-07-14,NA,"All Calls",NA,NA,NA,2022
"220714GG02315",2022-07-14,NA,"All Calls",NA,NA,NA,2022
"220715GG00206",2022-07-15,NA,"All Calls",NA,NA,NA,2022
"220715GG02300",2022-07-15,2022-07-15,"All Calls","Unit Assigned",NA,NA,2022
"220716GG00022",2022-07-16,NA,"All Calls",NA,NA,NA,2022
"220716GG01294",2022-07-16,NA,"All Calls",NA,NA,NA,2022
